0
0.553
0.853
0.441
-0.283
-0.267
0.161
0.57
1.975
1.096
1.096
1.367
0.615
-0.167
-1.918
0.434
-0.251
0.686
-0.039
0.92
0.114
0.666
0.646
-0.617
0.646
0.92
0.114
0.084
-1.573
0.683
0.441
-0.251
-0.994
-0.055
0.384
0.57
0.562
-0.02
1.032
0.02
0.137
0.734
0.511
1.937
0.574
0.442
1.761
0.344
-0.418
0.398
-0.107
